filename,xmin,ymin,xmax,ymax,class
img_41_jpg.rf.0c79426455bccee535edb4702be4e4c4.jpg.xml,3.0,120.0,29.0,138.0,1
img_41_jpg.rf.0c79426455bccee535edb4702be4e4c4.jpg.xml,365.0,71.0,442.0,103.0,1
img_41_jpg.rf.0c79426455bccee535edb4702be4e4c4.jpg.xml,459.0,3.0,523.0,27.0,1
eb3f45f19765d6d7d3b82ace44e88330_jpg.rf.17832bf8061148b0a6e728b4cf22c7c6.jpg.xml,594.0,310.0,639.0,406.0,1
eb3f45f19765d6d7d3b82ace44e88330_jpg.rf.17832bf8061148b0a6e728b4cf22c7c6.jpg.xml,301.0,263.0,459.0,392.0,1
eb3f45f19765d6d7d3b82ace44e88330_jpg.rf.17832bf8061148b0a6e728b4cf22c7c6.jpg.xml,367.0,285.0,401.0,331.0,2
eb3f45f19765d6d7d3b82ace44e88330_jpg.rf.17832bf8061148b0a6e728b4cf22c7c6.jpg.xml,67.0,217.0,234.0,364.0,1
eb3f45f19765d6d7d3b82ace44e88330_jpg.rf.17832bf8061148b0a6e728b4cf22c7c6.jpg.xml,612.0,201.0,639.0,356.0,1
eb3f45f19765d6d7d3b82ace44e88330_jpg.rf.17832bf8061148b0a6e728b4cf22c7c6.jpg.xml,119.0,245.0,152.0,289.0,2
eb3f45f19765d6d7d3b82ace44e88330_jpg.rf.17832bf8061148b0a6e728b4cf22c7c6.jpg.xml,439.0,374.0,532.0,528.0,1
img_160_jpg.rf.723d3406547d8a9ea84873f9b1f95f07.jpg.xml,308.0,0.0,412.0,37.0,1
img_160_jpg.rf.723d3406547d8a9ea84873f9b1f95f07.jpg.xml,430.0,0.0,526.0,28.0,1
img_160_jpg.rf.723d3406547d8a9ea84873f9b1f95f07.jpg.xml,120.0,0.0,200.0,49.0,1
img_160_jpg.rf.723d3406547d8a9ea84873f9b1f95f07.jpg.xml,27.0,0.0,122.0,53.0,1
img_160_jpg.rf.723d3406547d8a9ea84873f9b1f95f07.jpg.xml,27.0,19.0,133.03,117.08,1
img_160_jpg.rf.723d3406547d8a9ea84873f9b1f95f07.jpg.xml,149.0,97.0,285.53,187.51,1
img_160_jpg.rf.723d3406547d8a9ea84873f9b1f95f07.jpg.xml,354.0,574.0,429.0,639.0,1
-flying-collecting-honey-yellow-sunflower-copy-space-summer-spring-229156139_jpg.rf.3efd38337ba12422380bda827291112e.jpg.xml,517.0,266.0,580.37,324.57,1
-flying-collecting-honey-yellow-sunflower-copy-space-summer-spring-229156139_jpg.rf.3efd38337ba12422380bda827291112e.jpg.xml,549.0,295.0,561.0,310.0,2
IMG_5363_MOV-148_jpg.rf.eb1126fd0c720377bb24bd595b23d9ba.jpg.xml,177.0,341.0,242.36,448.74,1
IMG_5363_MOV-148_jpg.rf.eb1126fd0c720377bb24bd595b23d9ba.jpg.xml,477.0,494.0,604.73,556.46,1
IMG_5363_MOV-148_jpg.rf.eb1126fd0c720377bb24bd595b23d9ba.jpg.xml,57.0,506.0,148.93,574.71,1
IMG_5363_MOV-148_jpg.rf.eb1126fd0c720377bb24bd595b23d9ba.jpg.xml,126.0,530.0,231.95999999999998,590.9,1
IMG_5363_MOV-148_jpg.rf.eb1126fd0c720377bb24bd595b23d9ba.jpg.xml,315.0,512.0,414.67,613.5,1
IMG_5363_MOV-148_jpg.rf.eb1126fd0c720377bb24bd595b23d9ba.jpg.xml,362.0,579.0,383.0,606.0,2
IMG_5363_MOV-148_jpg.rf.eb1126fd0c720377bb24bd595b23d9ba.jpg.xml,364.0,0.0,462.0,9.0,1
IMG_5363_MOV-148_jpg.rf.eb1126fd0c720377bb24bd595b23d9ba.jpg.xml,352.0,0.0,423.0,46.0,1
IMG_5363_MOV-148_jpg.rf.eb1126fd0c720377bb24bd595b23d9ba.jpg.xml,180.0,38.0,257.85,137.94,1
IMG_5363_MOV-148_jpg.rf.eb1126fd0c720377bb24bd595b23d9ba.jpg.xml,349.0,66.0,392.47,146.61,1
IMG_5363_MOV-148_jpg.rf.eb1126fd0c720377bb24bd595b23d9ba.jpg.xml,366.0,129.0,411.47,195.09,1
IMG_5363_MOV-148_jpg.rf.eb1126fd0c720377bb24bd595b23d9ba.jpg.xml,388.0,172.0,507.94,240.70999999999998,1
IMG_5363_MOV-148_jpg.rf.eb1126fd0c720377bb24bd595b23d9ba.jpg.xml,199.0,175.0,281.52,267.13,1
IMG_5363_MOV-148_jpg.rf.eb1126fd0c720377bb24bd595b23d9ba.jpg.xml,444.0,221.0,465.0,237.0,2
IMG_5363_MOV-148_jpg.rf.eb1126fd0c720377bb24bd595b23d9ba.jpg.xml,341.0,216.0,435.98,280.02,1
IMG_5363_MOV-148_jpg.rf.eb1126fd0c720377bb24bd595b23d9ba.jpg.xml,396.0,252.0,417.0,266.0,2
IMG_5363_MOV-148_jpg.rf.eb1126fd0c720377bb24bd595b23d9ba.jpg.xml,363.0,262.0,381.0,272.0,2
IMG_5363_MOV-148_jpg.rf.eb1126fd0c720377bb24bd595b23d9ba.jpg.xml,96.0,259.0,153.57,376.11,1
IMG_5363_MOV-148_jpg.rf.eb1126fd0c720377bb24bd595b23d9ba.jpg.xml,377.0,306.0,500.07,377.83,1
les-abeilles-plaquent-les-pelotes-de-pollen-dans-les-corbeilles-de-leurs-pattes-photo-er-francois-vuillemin-1619431925_jpg.rf.c2f803781b4ae40b6ab886d42c9dc80d.jpg.xml,132.0,222.0,180.0,279.0,2
les-abeilles-plaquent-les-pelotes-de-pollen-dans-les-corbeilles-de-leurs-pattes-photo-er-francois-vuillemin-1619431925_jpg.rf.c2f803781b4ae40b6ab886d42c9dc80d.jpg.xml,489.0,171.0,576.03,341.0,1
les-abeilles-plaquent-les-pelotes-de-pollen-dans-les-corbeilles-de-leurs-pattes-photo-er-francois-vuillemin-1619431925_jpg.rf.c2f803781b4ae40b6ab886d42c9dc80d.jpg.xml,37.0,208.0,273.2,390.73,1
les-abeilles-plaquent-les-pelotes-de-pollen-dans-les-corbeilles-de-leurs-pattes-photo-er-francois-vuillemin-1619431925_jpg.rf.c2f803781b4ae40b6ab886d42c9dc80d.jpg.xml,198.0,293.0,248.0,342.0,2
les-abeilles-plaquent-les-pelotes-de-pollen-dans-les-corbeilles-de-leurs-pattes-photo-er-francois-vuillemin-1619431925_jpg.rf.c2f803781b4ae40b6ab886d42c9dc80d.jpg.xml,381.0,304.0,609.84,393.09000000000003,1
les-abeilles-plaquent-les-pelotes-de-pollen-dans-les-corbeilles-de-leurs-pattes-photo-er-francois-vuillemin-1619431925_jpg.rf.c2f803781b4ae40b6ab886d42c9dc80d.jpg.xml,259.0,340.0,428.8,543.64,1
ggrgfe_PNG_jpg.rf.13378d9cc6012ad67dcf76bf9ba6c9d9.jpg.xml,347.0,0.0,639.0,413.0,1
img_102_jpg.rf.da4731d18304cddd5cbcdce2af266f39.jpg.xml,452.0,618.0,609.0,639.0,1
img_102_jpg.rf.da4731d18304cddd5cbcdce2af266f39.jpg.xml,0.0,463.0,65.0,599.0,1
IMG_5343_MOV-10_jpg.rf.fd120f10582ec4e770c34c5eead9a707.jpg.xml,310.0,534.0,358.22,571.28,1
IMG_5343_MOV-10_jpg.rf.fd120f10582ec4e770c34c5eead9a707.jpg.xml,437.0,380.0,481.3,409.97,1
IMG_5343_MOV-10_jpg.rf.fd120f10582ec4e770c34c5eead9a707.jpg.xml,468.0,369.0,499.74,408.63,1
IMG_5343_MOV-10_jpg.rf.fd120f10582ec4e770c34c5eead9a707.jpg.xml,1.0,248.0,15.0,283.0,1
IMG_5343_MOV-10_jpg.rf.fd120f10582ec4e770c34c5eead9a707.jpg.xml,469.0,239.0,502.19,285.8,1
IMG_5343_MOV-10_jpg.rf.fd120f10582ec4e770c34c5eead9a707.jpg.xml,519.0,208.0,560.92,272.25,1
IMG_5343_MOV-10_jpg.rf.fd120f10582ec4e770c34c5eead9a707.jpg.xml,256.0,223.0,294.68,252.35,1
IMG_5343_MOV-10_jpg.rf.fd120f10582ec4e770c34c5eead9a707.jpg.xml,225.0,206.0,258.92,248.04,1
IMG_5343_MOV-10_jpg.rf.fd120f10582ec4e770c34c5eead9a707.jpg.xml,608.0,179.0,639.0,223.0,1
IMG_5343_MOV-10_jpg.rf.fd120f10582ec4e770c34c5eead9a707.jpg.xml,398.0,131.0,426.41,182.56,1
IMG_5343_MOV-10_jpg.rf.fd120f10582ec4e770c34c5eead9a707.jpg.xml,84.0,139.0,107.96000000000001,165.51,1
IMG_5343_MOV-10_jpg.rf.fd120f10582ec4e770c34c5eead9a707.jpg.xml,116.0,141.0,155.46,160.99,1
IMG_5343_MOV-10_jpg.rf.fd120f10582ec4e770c34c5eead9a707.jpg.xml,216.0,135.0,250.71,165.14,1
IMG_5343_MOV-10_jpg.rf.fd120f10582ec4e770c34c5eead9a707.jpg.xml,224.0,140.0,231.0,148.0,2
IMG_5343_MOV-10_jpg.rf.fd120f10582ec4e770c34c5eead9a707.jpg.xml,241.0,139.0,247.0,147.0,2
IMG_5343_MOV-10_jpg.rf.fd120f10582ec4e770c34c5eead9a707.jpg.xml,293.0,117.0,325.57,166.76,1
IMG_5343_MOV-10_jpg.rf.fd120f10582ec4e770c34c5eead9a707.jpg.xml,153.0,129.0,186.76,151.03,1
IMG_5343_MOV-10_jpg.rf.fd120f10582ec4e770c34c5eead9a707.jpg.xml,132.0,119.0,161.68,144.29,1
IMG_5343_MOV-10_jpg.rf.fd120f10582ec4e770c34c5eead9a707.jpg.xml,432.0,118.0,452.37,138.39,1
IMG_5343_MOV-10_jpg.rf.fd120f10582ec4e770c34c5eead9a707.jpg.xml,342.0,107.0,377.03,137.59,1
IMG_5343_MOV-10_jpg.rf.fd120f10582ec4e770c34c5eead9a707.jpg.xml,625.0,95.0,639.0,130.0,1
IMG_5343_MOV-10_jpg.rf.fd120f10582ec4e770c34c5eead9a707.jpg.xml,107.0,80.0,160.78,113.32,1
IMG_5343_MOV-10_jpg.rf.fd120f10582ec4e770c34c5eead9a707.jpg.xml,391.0,62.0,428.13,124.67,1
IMG_5343_MOV-10_jpg.rf.fd120f10582ec4e770c34c5eead9a707.jpg.xml,595.0,70.0,635.36,99.35,1
IMG_5343_MOV-10_jpg.rf.fd120f10582ec4e770c34c5eead9a707.jpg.xml,470.0,31.0,510.32,84.94,1
IMG_5343_MOV-10_jpg.rf.fd120f10582ec4e770c34c5eead9a707.jpg.xml,616.0,22.0,639.0,69.0,1
IMG_5343_MOV-10_jpg.rf.fd120f10582ec4e770c34c5eead9a707.jpg.xml,504.0,8.0,529.26,55.59,1
IMG_5363_MOV-150_jpg.rf.8d5519827effe28096b4cbf0346744f3.jpg.xml,484.0,220.0,572.34,330.0,1
IMG_5363_MOV-150_jpg.rf.8d5519827effe28096b4cbf0346744f3.jpg.xml,401.0,195.0,486.46,296.43,1
IMG_5363_MOV-150_jpg.rf.8d5519827effe28096b4cbf0346744f3.jpg.xml,1.0,201.0,64.0,284.0,1
IMG_5363_MOV-150_jpg.rf.8d5519827effe28096b4cbf0346744f3.jpg.xml,501.0,98.0,616.49,162.29000000000002,1
IMG_5363_MOV-150_jpg.rf.8d5519827effe28096b4cbf0346744f3.jpg.xml,87.0,63.0,212.38,128.70999999999998,1
IMG_5363_MOV-150_jpg.rf.8d5519827effe28096b4cbf0346744f3.jpg.xml,227.0,46.0,328.13,123.14,1
IMG_5363_MOV-150_jpg.rf.8d5519827effe28096b4cbf0346744f3.jpg.xml,424.0,43.0,535.1800000000001,113.0,1
IMG_5363_MOV-150_jpg.rf.8d5519827effe28096b4cbf0346744f3.jpg.xml,252.0,53.0,278.0,72.0,2
IMG_5363_MOV-150_jpg.rf.8d5519827effe28096b4cbf0346744f3.jpg.xml,232.0,600.0,280.0,639.0,1
IMG_5363_MOV-150_jpg.rf.8d5519827effe28096b4cbf0346744f3.jpg.xml,390.0,510.0,451.17,624.29,1
IMG_5363_MOV-150_jpg.rf.8d5519827effe28096b4cbf0346744f3.jpg.xml,250.0,501.0,292.14,603.31,1
IMG_5363_MOV-150_jpg.rf.8d5519827effe28096b4cbf0346744f3.jpg.xml,218.0,454.0,277.83,520.92,1
IMG_5363_MOV-150_jpg.rf.8d5519827effe28096b4cbf0346744f3.jpg.xml,161.0,393.0,294.97,465.86,1
IMG_5363_MOV-150_jpg.rf.8d5519827effe28096b4cbf0346744f3.jpg.xml,370.0,382.0,452.6,447.71,1
IMG_5363_MOV-150_jpg.rf.8d5519827effe28096b4cbf0346744f3.jpg.xml,225.0,398.0,243.0,418.0,2
IMG_5363_MOV-150_jpg.rf.8d5519827effe28096b4cbf0346744f3.jpg.xml,233.0,343.0,312.7,404.43,1
IMG_5363_MOV-150_jpg.rf.8d5519827effe28096b4cbf0346744f3.jpg.xml,251.0,355.0,271.0,369.0,2
img20180628081521_jpg.rf.27edd493e853d21c772d33059b523eed.jpg.xml,401.0,479.0,461.0,549.33,1
img20180628081521_jpg.rf.27edd493e853d21c772d33059b523eed.jpg.xml,191.0,488.0,242.0,546.0,1
img20180628081521_jpg.rf.27edd493e853d21c772d33059b523eed.jpg.xml,290.0,486.0,375.0,550.0,1
unknown_apiary_unknown_hive_5849_jpg.rf.5a0f595ab564ac725c00c5db6df488ca.jpg.xml,234.0,176.0,370.0,458.0,1
unknown_apiary_unknown_hive_5849_jpg.rf.5a0f595ab564ac725c00c5db6df488ca.jpg.xml,234.0,317.0,256.0,362.0,2
unknown_apiary_unknown_hive_5849_jpg.rf.5a0f595ab564ac725c00c5db6df488ca.jpg.xml,339.0,365.0,363.0,398.0,2
gjf_jpg.rf.33ec7f32441e5218a5dc0dc3a80aaa90.jpg.xml,200.0,308.0,282.56,359.82,1
gjf_jpg.rf.33ec7f32441e5218a5dc0dc3a80aaa90.jpg.xml,90.0,291.0,188.95,341.90999999999997,1
gjf_jpg.rf.33ec7f32441e5218a5dc0dc3a80aaa90.jpg.xml,554.0,262.0,571.49,272.77,2
gjf_jpg.rf.33ec7f32441e5218a5dc0dc3a80aaa90.jpg.xml,508.0,224.0,617.75,288.55,1
gjf_jpg.rf.33ec7f32441e5218a5dc0dc3a80aaa90.jpg.xml,577.0,242.0,596.08,254.37,2
gjf_jpg.rf.33ec7f32441e5218a5dc0dc3a80aaa90.jpg.xml,176.0,202.0,222.21,266.55,1
gjf_jpg.rf.33ec7f32441e5218a5dc0dc3a80aaa90.jpg.xml,2.0,166.0,120.0,221.0,1
gjf_jpg.rf.33ec7f32441e5218a5dc0dc3a80aaa90.jpg.xml,209.0,181.0,228.88,193.77,2
gjf_jpg.rf.33ec7f32441e5218a5dc0dc3a80aaa90.jpg.xml,185.0,167.0,258.33,196.92000000000002,1
gjf_jpg.rf.33ec7f32441e5218a5dc0dc3a80aaa90.jpg.xml,110.0,141.0,241.18,193.66,1
gjf_jpg.rf.33ec7f32441e5218a5dc0dc3a80aaa90.jpg.xml,166.0,140.0,185.09,152.77,2
gjf_jpg.rf.33ec7f32441e5218a5dc0dc3a80aaa90.jpg.xml,178.0,103.0,236.97,149.28,1
gjf_jpg.rf.33ec7f32441e5218a5dc0dc3a80aaa90.jpg.xml,8.0,86.0,60.62,159.64,1
gjf_jpg.rf.33ec7f32441e5218a5dc0dc3a80aaa90.jpg.xml,59.0,75.0,121.6,144.09,1
gjf_jpg.rf.33ec7f32441e5218a5dc0dc3a80aaa90.jpg.xml,180.0,552.0,212.57999999999998,614.73,1
gjf_jpg.rf.33ec7f32441e5218a5dc0dc3a80aaa90.jpg.xml,42.0,3.0,103.0,61.0,1
gjf_jpg.rf.33ec7f32441e5218a5dc0dc3a80aaa90.jpg.xml,28.0,531.0,88.78999999999999,621.0,1
gjf_jpg.rf.33ec7f32441e5218a5dc0dc3a80aaa90.jpg.xml,80.0,529.0,131.69,613.55,1
Doettingen_Doettingen_Hive_1_884_jpg.rf.a49c984d85d2fa4208c9eefe94999e01.jpg.xml,323.0,305.0,383.0,422.0,1
Doettingen_Doettingen_Hive_1_884_jpg.rf.a49c984d85d2fa4208c9eefe94999e01.jpg.xml,6.0,348.0,36.0,381.0,2
Doettingen_Doettingen_Hive_1_884_jpg.rf.a49c984d85d2fa4208c9eefe94999e01.jpg.xml,1.0,317.0,46.0,437.0,1
Doettingen_Doettingen_Hive_1_884_jpg.rf.a49c984d85d2fa4208c9eefe94999e01.jpg.xml,361.0,321.0,450.0,440.0,1
Doettingen_Doettingen_Hive_1_884_jpg.rf.a49c984d85d2fa4208c9eefe94999e01.jpg.xml,602.0,350.0,639.0,441.0,1
Doettingen_Doettingen_Hive_1_884_jpg.rf.a49c984d85d2fa4208c9eefe94999e01.jpg.xml,589.0,411.0,639.0,530.0,1
Doettingen_Doettingen_Hive_1_884_jpg.rf.a49c984d85d2fa4208c9eefe94999e01.jpg.xml,294.0,562.0,445.0,639.0,1
Doettingen_Doettingen_Hive_1_884_jpg.rf.a49c984d85d2fa4208c9eefe94999e01.jpg.xml,562.0,0.0,628.0,19.0,1
Doettingen_Doettingen_Hive_1_884_jpg.rf.a49c984d85d2fa4208c9eefe94999e01.jpg.xml,465.0,0.0,556.0,49.0,1
Doettingen_Doettingen_Hive_1_884_jpg.rf.a49c984d85d2fa4208c9eefe94999e01.jpg.xml,526.0,0.0,548.0,19.0,2
Doettingen_Doettingen_Hive_1_884_jpg.rf.a49c984d85d2fa4208c9eefe94999e01.jpg.xml,467.0,0.0,496.0,31.0,2
Doettingen_Doettingen_Hive_1_884_jpg.rf.a49c984d85d2fa4208c9eefe94999e01.jpg.xml,341.0,0.0,420.0,64.0,1
Doettingen_Doettingen_Hive_1_884_jpg.rf.a49c984d85d2fa4208c9eefe94999e01.jpg.xml,583.0,23.0,632.0,113.0,1
Doettingen_Doettingen_Hive_1_884_jpg.rf.a49c984d85d2fa4208c9eefe94999e01.jpg.xml,89.0,22.0,138.0,126.0,1
Doettingen_Doettingen_Hive_1_884_jpg.rf.a49c984d85d2fa4208c9eefe94999e01.jpg.xml,253.0,37.0,309.0,125.0,1
Doettingen_Doettingen_Hive_1_884_jpg.rf.a49c984d85d2fa4208c9eefe94999e01.jpg.xml,12.0,63.0,61.0,153.0,1
Doettingen_Doettingen_Hive_1_884_jpg.rf.a49c984d85d2fa4208c9eefe94999e01.jpg.xml,429.0,118.0,476.0,219.0,1
Doettingen_Doettingen_Hive_1_884_jpg.rf.a49c984d85d2fa4208c9eefe94999e01.jpg.xml,277.0,130.0,336.0,228.0,1
Doettingen_Doettingen_Hive_1_884_jpg.rf.a49c984d85d2fa4208c9eefe94999e01.jpg.xml,576.0,154.0,639.0,262.0,1
